Molecular Weight,AlogP,Smiles,IC50_nM,pChEMBL Value,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI
468.87,3.54,COCCn1ccc(-n2nnc3c2CCN(C(=O)c2cccc(C(F)(F)F)c2Cl)[C@H]3C)n1,12.7,7.9,16.84,0.34,4.36,10.11
421.88,4.26,O=C(NCC1(c2ccc(Cl)nc2)CCC(F)(F)CC1)C1CCOc2ncccc21,7.3,8.14,19.29,0.38,3.88,12.69
402.08,3.94,O=C(NCc1c(Cl)cc(Cl)cc1Br)C1COc2ncccc21,4.1,8.39,20.86,0.52,4.45,16.37
294.31,2.0,O=C1CC(NC(=O)C2COc3ncccc32)c2ccccc21,2508.0,5.6,19.03,0.35,3.6,8.2
314.77,3.01,O=C(NC1CCc2cc(Cl)ccc21)C1COc2ncccc21,59.9,7.22,22.95,0.45,4.21,14.1
302.76,3.09,CC(C(=O)NC1COc2ncccc21)c1ccc(Cl)cc1,828.0,6.08,20.09,0.4,2.99,11.87
391.33,3.02,O=C(c1cccc(C(F)(F)F)c1F)N1CCc2c(nnn2-c2ccccn2)C1,50.1,7.3,18.65,0.36,4.28,11.42
396.76,2.86,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCc2c(nnn2-c2ccn[nH]2)C1,16.9,7.77,19.59,0.39,4.91,9.75
422.8,3.49,CC1c2nnn(-c3ncccn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,20.7,7.68,18.17,0.36,4.19,10.01
422.8,3.49,C[C@H]1c2nnn(-c3ncccn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,2505.0,5.6,13.25,0.26,2.11,7.29
422.8,3.49,C[C@@H]1c2nnn(-c3ncccn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,2.2,8.66,20.48,0.41,5.17,11.27
406.8,4.34,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCc2c(-c3ccccn3)n[nH]c2C1,7.9,8.1,19.92,0.4,3.76,13.09
437.82,5.1,Cn1nc2c(c1-c1ccc(F)cc1)CCN(C(=O)c1cccc(C(F)(F)F)c1Cl)C2,79.4,7.1,16.22,0.32,2.0,18.62
420.82,4.35,Cn1nc2c(c1-c1cccnc1)CCN(C(=O)c1cccc(C(F)(F)F)c1Cl)C2,15.8,7.8,18.54,0.37,3.45,15.29
451.84,4.1,COc1ccnc(-n2nnc3c2CCN(C(=O)c2cccc(C(F)(F)F)c2Cl)[C@@H]3C)c1,979.5,6.01,13.3,0.26,1.91,8.22
422.8,3.49,CC1c2nnn(-c3cncnc3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,227.0,6.64,15.71,0.31,3.15,8.65
403.27,3.43,Cc1cncc(-n2nnc3c2CCN(C(=O)c2cccc(Cl)c2Cl)C3C)n1,591.6,6.23,15.44,0.32,2.8,8.11
439.8,4.06,C[C@@H]1Cc2c(nnn2-c2cc(F)ccn2)CN1C(=O)c1cccc(C(F)(F)F)c1Cl,180.3,6.74,15.33,0.31,2.68,10.55
416.31,4.35,Cc1cc(C)nc(-n2nnc3c2CCN(C(=O)c2cccc(Cl)c2Cl)C3C)c1,498.9,6.3,15.14,0.31,1.95,9.86
387.27,4.33,CC1CN(C(=O)c2cccc(Cl)c2Cl)Cc2nnn(-c3ccccc3)c21,1142.9,5.94,15.34,0.31,1.61,11.65
449.86,4.66,CCc1cccnc1-n1nnc2c1CCN(C(=O)c1cccc(C(F)(F)F)c1Cl)C2C,22.3,7.65,17.01,0.34,2.99,11.97
388.81,3.96,CC1c2ncn(-c3ccc(F)cn3)c2CCN1C(=O)c1ccc(F)cc1Cl,2387.8,5.62,14.46,0.28,1.66,11.02
424.81,3.81,C[C@@H]1Cc2c(nnn2-c2ccn[nH]2)[C@@H](C)N1C(=O)c1cccc(C(F)(F)F)c1Cl,632.4,6.2,14.59,0.29,2.39,7.78
295.75,2.68,Cc1n[nH]c(C)c1CC(=O)NCc1ccc(F)cc1Cl,19.95,7.7,26.04,0.53,5.02,13.33
467.9,5.13,Cc1ccc(-c2nnc3n2C[C@H]2CCC[C@@H]3N2C(=O)c2ccnc(C(F)(F)F)c2Cl)s1,51.1,7.29,15.58,0.32,2.16,11.41
411.77,3.65,C[C@H]1Cn2c(nnc2-c2ccon2)C(=O)N1Cc1cccc(C(F)(F)F)c1Cl,26.4,7.58,18.4,0.37,3.93,9.84
434.81,3.77,O=C(c1cccc(C(F)(F)F)c1Cl)N1[C@H]2CC[C@@H]1c1nnc(-c3cnccn3)n1C2,20.0,7.7,17.71,0.35,3.93,10.02
391.28,4.11,O=C(c1cccc(Cl)c1Cl)N1CCc2c(ncnc2-c2nccs2)C1,63.4,7.2,18.4,0.39,3.09,12.2
429.3,4.29,Cc1ncc(C(CNC(=O)c2cccc(Cl)c2Cl)N2CCC(F)(F)CC2)cn1,3.2,8.49,19.79,0.41,4.2,14.62
443.33,4.55,CCc1ncc(C(CNC(=O)c2cccc(Cl)c2Cl)N2CCC(F)(F)CC2)cn1,2.6,8.59,19.36,0.4,4.04,14.77
422.8,3.45,C[C@H]1Cn2c(nnc2-c2cnccn2)CN1C(=O)c1cccc(C(F)(F)F)c1Cl,12.0,7.92,18.73,0.37,4.47,10.31
422.8,3.62,CC1c2nnc(-c3cnccn3)n2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,55.0,7.26,17.17,0.34,3.64,9.45
424.79,4.41,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCn2c(nnc2-c2ccc(F)cc2)C1,13.5,7.87,18.53,0.37,3.46,15.42
438.86,4.78,Cc1nc2c(c(-c3cscn3)n1)CCN(C(=O)c1cccc(C(F)(F)F)c1Cl)C2,34.8,7.46,16.99,0.35,2.68,12.65
463.52,4.73,O=C1CSC(=O)N1C(CCc1ccncc1)COc1ccc(-c2cccc([N+](=O)[O-])c2)cc1,31.0,7.51,16.2,0.31,2.78,7.32
448.84,3.84,O=C1c2nnc(-c3cnccn3)n2C[C@@H](C2CC2)N1Cc1cccc(C(F)(F)F)c1Cl,249.5,6.6,14.71,0.29,2.76,8.6
399.28,4.23,Nc1nc2c(c(-c3ccccc3)n1)CCN(C(=O)c1cccc(Cl)c1Cl)C2,796.2,6.1,15.27,0.31,1.87,8.46
334.38,2.34,C[C@H]1Cn2c(nnc2-c2cnccn2)C(=O)N1[C@@H](C)c1ccccc1,8241.4,5.08,15.2,0.28,2.74,6.62
330.22,2.28,Cc1cc(Cl)cc(Cl)c1CNC(=O)[C@@H]1CN(C)C(=O)N1C,0.7943,9.1,27.56,0.59,6.82,17.28
364.75,2.29,COCCN1CCN(C(=O)c2cccc(C(F)(F)F)c2Cl)CC1=O,316.23,6.5,17.82,0.37,4.21,13.04
386.81,3.4,COc1cccc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2Cl)C3)c1,25.12,7.6,19.65,0.38,4.2,12.61
450.85,4.11,Cc1cc(C)nc(-n2nnc3c2CCN(C(=O)c2cccc(C(F)(F)F)c2Cl)C3C)n1,184.9,6.73,14.93,0.3,2.62,8.77
439.8,4.06,CC1Cc2c(nnn2-c2cc(F)ccn2)CN1C(=O)c1cccc(C(F)(F)F)c1Cl,8.0,8.1,18.41,0.37,4.04,12.67
450.85,4.11,Cc1cc(C)nc(-n2nnc3c2CCN(C(=O)c2cccc(C(F)(F)F)c2Cl)[C@@H]3C)n1,94.4,7.03,15.58,0.31,2.92,9.15
435.84,4.4,Cc1ccnc(-n2nnc3c2CCN(C(=O)c2cccc(C(F)(F)F)c2Cl)[C@H]3C)c1,9036.5,5.04,11.57,0.23,0.64,7.89
394.33,2.74,CC1Cc2c(nnn2-c2cc[nH]n2)CN1C(=O)c1cccc(C(F)(F)F)c1F,3.9,8.41,21.32,0.41,5.67,10.55
306.72,2.67,O=C(NCc1ccc(F)cc1Cl)C1COc2ncccc21,86.8,7.06,23.02,0.46,4.39,13.79
322.29,2.89,O=C(NCc1ccc(C(F)(F)F)cc1)C1COc2ncccc21,1248.0,5.9,18.32,0.35,3.01,11.53
349.22,3.67,O=C(NC1CCc2cc(Cl)cc(Cl)c21)C1COc2ncccc21,5100.0,5.29,15.16,0.31,1.62,10.33
328.8,3.4,O=C(N[C@@H]1CCCc2cccc(Cl)c21)C1COc2ncccc21,9.5,8.02,24.4,0.48,4.62,15.66
363.2,2.79,O=C1c2c(Cl)cc(Cl)cc2CC1NC(=O)C1COc2ncccc21,9010.0,5.04,13.89,0.29,2.26,7.39
319.26,1.48,CN1C(=O)NC[C@H]1C(=O)NCc1ccc(F)c(C(F)(F)F)c1,100.0,7.0,21.93,0.43,5.52,11.39
366.2,2.61,CN1C(=O)N(CC(F)F)C[C@H]1C(=O)NCc1ccc(Cl)cc1Cl,2.512,8.6,23.48,0.51,5.99,16.33
375.22,2.7,O=C(c1ccc(Cl)c(Cl)c1)N1CCn2c(nnc2-c2cnccn2)C1,31.62,7.5,19.99,0.41,4.8,9.77
304.39,2.01,O=C(N[C@H](CO)C1CCCCC1)[C@H]1CCOc2ncccc21,127.0,6.9,22.66,0.43,4.89,9.65
304.39,2.01,O=C(NC(CO)C1CCCCCC1)C1COc2ncccc21,117.0,6.93,22.77,0.43,4.92,9.7
353.21,3.19,COc1cc(Cl)cc(Cl)c1CNC(=O)C1COc2ncccc21,25.6,7.59,21.49,0.45,4.4,12.56
346.39,3.67,O=C(NCc1ccc(Oc2ccccc2)cc1)C1COc2ncccc21,1117.0,5.95,17.18,0.31,2.28,9.85
368.44,1.45,Cc1ccc(C(CNC(=O)C2COc3ncccc32)N2CCOCC2)cn1,1149.0,5.94,16.12,0.3,4.49,7.76
349.22,3.67,O=C(NC1CCc2cc(Cl)cc(Cl)c21)C1COc2ncccc21,1.3,8.89,25.45,0.53,5.22,17.35
359.22,3.12,O=C(NC1CCc2cccc(Br)c21)C1COc2ncccc21,35.9,7.45,20.73,0.46,4.32,14.54
353.21,2.73,Cc1cc(Cl)cc(Cl)c1CNC(=O)C1COc2c1ccc[n+]2[O-],35.4,7.45,21.1,0.44,4.72,11.42
353.27,4.28,O=C(NC1CCc2cc(Cl)cc(Cl)c21)C1CCc2ncsc21,3.0,8.52,24.13,0.53,4.24,20.3
360.79,4.16,O=C(NCc1cccc(C(F)(F)F)c1Cl)C1CCc2ncsc21,4.7,8.33,23.08,0.49,4.17,19.83
355.29,4.75,C[C@@H](NC(=O)C1CCCc2ncsc21)c1ccc(Cl)cc1Cl,6.7,8.17,23.01,0.51,3.42,19.47
374.82,4.55,O=C(NCc1cccc(C(F)(F)F)c1Cl)C1CCCc2ncsc21,2.6,8.59,22.9,0.49,4.04,20.45
337.21,3.57,O=C(Cc1ccc(Cl)cc1Cl)NC1CCOc2ncccc21,177.0,6.75,20.02,0.42,3.18,13.18
336.31,3.28,O=C(Cc1ccc(C(F)(F)F)cc1)NC1CCOc2ncccc21,1353.0,5.87,17.45,0.33,2.59,11.46
356.73,3.55,O=C(Cc1cccc(C(F)(F)F)c1Cl)NC1COc2ncccc21,4.7,8.33,23.35,0.47,4.78,16.26
351.23,4.13,CCC(C(=O)NC1COc2ncccc21)c1ccc(Cl)cc1Cl,55.0,7.26,20.67,0.43,3.13,14.17
337.21,3.74,CC(C(=O)NC1COc2ncccc21)c1ccc(Cl)cc1Cl,137.0,6.86,20.35,0.43,3.12,13.4
313.74,2.4,N#Cc1cccc(CC(=O)NC2COc3ncccc32)c1Cl,40.0,7.4,23.58,0.46,5.0,9.86
363.24,4.06,O=C(Cc1ccc(Cl)cc1Cl)NC1COc2c1ccnc2C1CC1,71.0,7.15,19.68,0.41,3.09,13.96
370.76,4.11,CC(C(=O)NC1COc2ncccc21)c1cccc(C(F)(F)F)c1Cl,50.0,7.3,19.69,0.4,3.19,14.25
370.76,4.11,CC(C(=O)NC1COc2ncccc21)c1cccc(C(F)(F)F)c1Cl,571.0,6.24,16.84,0.34,2.13,12.19
370.76,3.85,Cc1ccc2c(n1)OCC2NC(=O)Cc1cccc(C(F)(F)F)c1Cl,21.0,7.68,20.71,0.42,3.83,14.99
351.23,3.8,Cc1cc(Cl)cc(Cl)c1CC(=O)NC1COc2nccc(C)c21,99.0,7.0,19.94,0.42,3.2,13.68
391.18,4.2,O=C(Cc1cccc(C(F)(F)F)c1Cl)NC1COc2nc(Cl)ccc21,65.0,7.19,18.37,0.39,2.99,14.03
351.23,3.61,O=C(NCCCc1ccc(Cl)cc1Cl)C1COc2ncccc21,346.0,6.46,18.4,0.38,2.85,12.61
314.77,3.01,O=C(NC1CCc2cccc(Cl)c21)C1COc2ncccc21,10000.0,5.0,15.88,0.31,1.99,9.76
376.33,3.36,O=C(NCc1ccc(OC(F)(F)F)c(F)c1)C1CCOc2ncsc21,3795.0,5.42,14.4,0.3,2.06,8.97
431.39,6.16,Cc1cc(Cl)cc(Cl)c1CNC(=O)C1CCCc2nc(-c3ccccc3)sc21,1040.0,5.98,13.87,0.29,-0.18,14.25
405.81,4.74,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCc2c(ncn2-c2ccccc2)C1,18.4,7.74,19.06,0.38,3.0,20.29
435.84,4.48,CCC1c2ncn(-c3cnccn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,87.5,7.06,16.19,0.32,2.58,11.04
449.86,4.73,CC(C)C1c2ncn(-c3cnccn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,103.8,6.98,15.52,0.31,2.25,10.93
477.87,4.85,CCOC(=O)C1c2ncn(-c3ccccc3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,9.8,8.01,16.76,0.33,3.16,12.43
477.87,3.77,CN(C)C(=O)C1c2ncn(-c3ccccn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,158.5,6.8,14.23,0.28,3.03,9.53
408.77,2.93,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCc2c(nnn2-c2cnccn2)C1,2.9,8.54,20.89,0.42,5.61,11.12
410.79,3.42,C[C@@H]1c2nnn(-c3cc[nH]n3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,2.2,8.66,21.08,0.42,5.24,10.86
425.77,3.67,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCc2c(nnn2-c2cccc(F)n2)C1,48.2,7.32,17.19,0.34,3.65,11.45
439.8,4.23,C[C@@H]1c2nnn(-c3cc(F)ccn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,8.5,8.07,18.35,0.37,3.84,12.63
441.78,2.85,C[C@H]1Cc2c(nnn2-c2ncc(F)cn2)CN1C(=O)c1ccnc(C(F)(F)F)c1Cl,20.4,7.69,17.41,0.35,4.84,8.57
424.33,3.11,C[C@@H]1c2nnn(-c3ncc(F)cn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1F,1556.0,5.81,13.69,0.26,2.7,7.56
407.24,3.09,CC1Cc2c(nnn2-c2ncc(F)cn2)CN1C(=O)c1cccc(Cl)c1Cl,10.5,7.98,19.59,0.4,4.89,10.39
435.84,4.4,Cc1ccc(-n2nnc3c2CCN(C(=O)c2cccc(C(F)(F)F)c2Cl)[C@@H]3C)nc1,16.0,7.8,17.89,0.35,3.4,12.2
420.82,4.7,CC1c2c(nnn2-c2ccccc2)CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,1188.5,5.92,14.08,0.28,1.23,11.61
357.26,3.67,O=C(NCCCc1ccc(Cl)cc1Cl)C1COc2ncsc21,359.0,6.45,18.04,0.4,2.77,12.58
355.25,3.73,O=C(NC1CCc2cc(Cl)cc(Cl)c21)C1COc2ncsc21,4.1,8.39,23.61,0.52,4.66,16.37
339.44,2.5,Cc1cccc(C(=O)NCC(c2ccncc2)N2CCOCC2)c1C,1400.0,5.85,17.25,0.32,3.35,10.75
478.85,4.36,COc1cccc(C(=O)NCC(c2cnc(C(F)(F)F)nc2)N2CCC(F)(F)CC2)c1Cl,4.8,8.32,17.37,0.36,3.96,12.35
370.76,4.11,CC(C(=O)NC1COc2ncccc21)c1cccc(C(F)(F)F)c1Cl,308.0,6.51,17.56,0.36,2.4,12.71
349.22,3.67,O=C(NC1COc2ncccc21)C1CCc2cc(Cl)cc(Cl)c21,137.0,6.86,19.65,0.41,3.19,13.4
405.2,4.51,Cc1cc(Cl)cc(Cl)c1CC(=O)NC1COc2nccc(C(F)(F)F)c21,6693.0,5.17,12.77,0.27,0.66,10.1
369.32,4.88,Cc1cc(Cl)cc(Cl)c1CNC(=O)C1CCCCc2ncsc21,3.9,8.41,22.77,0.5,3.53,20.03
409.46,2.31,Cc1ncc(C(CNC(=O)C2COc3ncsc32)N2CCC(F)(F)CC2)cn1,2035.0,5.69,13.9,0.28,3.38,7.09
292.45,3.65,C[C@@H](NC(=O)C1CCCc2ncsc21)C1CCCCC1,60.0,7.22,24.69,0.49,3.57,17.2
413.27,4.77,Clc1cccc(-n2nnnc2NCc2ccccc2Oc2ccccn2)c1Cl,20.0,7.7,18.63,0.38,2.93,9.9
334.38,2.34,C[C@H](c1ccccc1)N1C(=O)c2nnc(-c3cnccn3)n2C[C@@H]1C,86.5,7.06,21.12,0.39,4.72,9.2
419.38,3.92,Cc1nc2c(c(-c3ccn[nH]3)n1)CC(C)N(C(=O)c1cccc(C(F)(F)F)c1F)C2,10.0,8.0,19.08,0.36,4.08,10.7
387.37,3.39,Cc1c(C(=O)N2CCc3c(ncnc3-c3ccn[nH]3)C2)cccc1C(F)(F)F,46.1,7.34,18.94,0.36,3.95,9.81
702.86,5.69,O=C([C@@H]1Cc2ccc(S(=O)(=O)c3cccc4cnccc34)cc2CN1S(=O)(=O)c1cccc2ccccc12)N1CCN(c2ccccc2)CC1,316.0,6.5,9.25,0.18,0.81,6.02
318.27,2.08,CN1C(=O)CC[C@H]1C(=O)NCc1cccc(C(F)(F)F)c1F,152.6,6.82,21.42,0.42,4.74,13.8
323.18,3.18,O=C(Cc1ccc(Cl)cc1Cl)NC1COc2ncccc21,33.0,7.48,23.15,0.49,4.3,14.61
337.21,3.49,Cc1cc(Cl)cc(Cl)c1CC(=O)NC1COc2ncccc21,3.5,8.46,25.08,0.52,4.97,16.51
337.21,3.57,O=C(Cc1ccc(Cl)cc1Cl)NC1CCOc2ncccc21,144.0,6.84,20.29,0.42,3.27,13.36
356.73,3.55,O=C(Cc1cccc(C(F)(F)F)c1Cl)NC1COc2ncccc21,7.4,8.13,22.79,0.46,4.58,15.87
360.41,4.06,O=C(Cc1ccc(Oc2ccccc2)cc1)NC1CCOc2ncccc21,3305.0,5.48,15.21,0.28,1.42,9.07
337.21,3.57,O=C(Cc1cccc(Cl)c1Cl)NC1CCOc2ncccc21,67.0,7.17,21.27,0.45,3.6,14.01
355.2,3.71,O=C(Cc1cc(F)c(Cl)cc1Cl)NC1CCOc2ncccc21,1465.0,5.83,16.43,0.35,2.12,11.39
340.28,3.03,O=C(Cc1c(F)cccc1C(F)(F)F)NC1COc2ncccc21,1835.0,5.74,16.86,0.33,2.71,11.2
338.19,2.88,Cc1cc(Cl)cc(Cl)c1CC(=O)NC1COc2nnccc21,6.7,8.17,24.17,0.51,5.29,12.75
481.82,4.58,O=C(NCC(c1ccc(C(F)(F)F)nc1)N1CCOCC1)c1cccc(C(F)(F)F)c1Cl,24.0,7.62,15.81,0.33,3.04,13.99
395.29,2.9,Cc1ncc(C(CNC(=O)c2c(Cl)cccc2Cl)N2CCOCC2)cn1,120.0,6.92,17.51,0.36,4.02,10.28
394.85,3.64,Cc1ncc(C(CNC(=O)c2ccccc2Cl)N2CCC(F)(F)CC2)cn1,24.0,7.62,19.3,0.39,3.98,13.11
409.32,3.29,Cc1ncc(C(CNC(=O)c2c(Cl)cccc2Cl)N2CCCOCC2)cn1,740.0,6.13,14.98,0.31,2.84,9.1
343.24,3.28,O=C(NCCc1ccc(Cl)cc1Cl)C1COc2ncsc21,428.0,6.37,18.55,0.41,3.09,12.43
423.4,1.56,O=C(NCC(c1cnc(C(F)(F)F)nc1)N1CCOCC1)C1COc2ncccc21,346.0,6.46,15.26,0.29,4.9,7.22
289.34,0.72,NC(=O)C1CCCCC1NC(=O)C1COc2ncccc21,5880.0,5.23,18.08,0.34,4.51,5.55
431.82,4.23,O=C(NCC(c1cnc(C(F)(F)F)nc1)C1CCOCC1)c1cccc(F)c1Cl,32.0,7.5,17.36,0.35,3.26,11.69
431.82,4.23,O=C(NCC(c1cnc(C(F)(F)F)nc1)C1CCOCC1)c1cccc(F)c1Cl,64.0,7.19,16.66,0.34,2.96,11.22
349.22,3.67,O=C(NC1COc2ncccc21)C1CCc2cc(Cl)cc(Cl)c21,160.0,6.8,19.46,0.4,3.13,13.27
349.22,3.67,O=C(NC1COc2ncccc21)C1CCc2cc(Cl)cc(Cl)c21,40.0,7.4,21.18,0.44,3.73,14.44
364.47,4.67,O=C(NCc1ccc(Oc2ccccc2)cc1)C1CCCc2ncsc21,168.0,6.78,18.59,0.36,2.1,13.23
384.33,4.47,Cc1cc(Cl)cc(Cl)c1CNC(=O)C1CCCCc2nc(N)sc21,13.0,7.89,20.52,0.45,3.42,11.6
441.48,2.56,O=C(NCC(c1cnc(C(F)(F)F)nc1)N1CCOCC1)C1CCCc2ncsc21,33.0,7.48,16.95,0.34,4.92,9.32
590.68,4.3,CS(=O)(=O)c1ccc(C(=O)N2CCC(c3nc4cc(OS(=O)(=O)c5cccc6cnccc56)ccc4[nH]3)CC2)cc1,7.0,8.15,13.81,0.27,3.85,5.85
360.68,4.22,O=C(Nc1cc([N+](=O)[O-])cc(C(F)(F)F)c1)c1cc(Cl)ccc1O,143.0,6.84,18.98,0.39,2.62,7.4
334.73,2.6,CN1C(=O)CC[C@H]1C(=O)NCc1cccc(C(F)(F)F)c1Cl,332.4,6.48,19.35,0.4,3.88,13.11
371.25,3.7,O=C(NCc1ccc(Cl)cc1Cl)[C@@H]1COC(=O)N1c1cccs1,15126.0,4.82,12.98,0.29,1.12,8.22
427.76,4.27,Cc1ncc(C(CNC(=O)c2cccc(Cl)c2Cl)N2CCC(Cl)CC2)cn1,5.7,8.24,19.27,0.42,3.97,14.18
429.85,4.87,O=C(NCC(c1ccc(C(F)F)nc1)N1CCC(F)(F)CC1)c1ccccc1Cl,12.0,7.92,18.43,0.37,3.05,17.51
313.74,2.4,N#Cc1cccc(CNC(=O)C2COc3ncccc32)c1Cl,125.0,6.9,22.0,0.43,4.5,9.2
356.73,3.55,O=C(NCc1cccc(Cl)c1C(F)(F)F)C1COc2ncccc21,20.2,7.7,21.57,0.44,4.14,15.02
423.4,1.56,O=C(NCC(c1cnc(C(F)(F)F)nc1)N1CCOCC1)C1COc2ncccc21,2230.0,5.65,13.35,0.26,4.09,6.32
314.77,3.01,O=C(NC1CCc2cccc(Cl)c21)C1COc2ncccc21,11.0,7.96,25.28,0.49,4.95,15.54
435.28,4.07,Cn1cc(C(CNC(=O)c2cc(F)cc(Cl)c2Cl)N2CCC(F)(F)CC2)cn1,26.0,7.58,17.43,0.37,3.52,15.12
558.94,4.3,O=C(NCC(c1cnc(C(F)(F)F)nc1)N1CCC(F)(F)CC1)c1c(Cl)ccc2nc(NCCO)ccc12,78.0,7.11,12.72,0.26,2.81,6.88
376.86,3.59,Cc1ccc(Cl)c(C(=O)NCC(c2ccc(F)cc2)N2CCOCC2)c1,21.0,7.68,20.37,0.4,4.09,18.47
388.9,3.46,COc1ccc(C(CNC(=O)c2cc(C)ccc2Cl)N2CCOCC2)cc1,59.0,7.23,18.59,0.37,3.77,14.23
406.9,5.16,Cc1cccc(C(=O)NCC(c2ccc(Cl)cc2)N2CCC(F)(F)CC2)c1C,3.6,8.44,20.75,0.41,3.28,26.11
444.84,2.96,COc1cccc(C(=O)NCC(c2cnc(C(F)(F)F)nc2)N2CCOCC2)c1Cl,8.2,8.09,18.18,0.37,5.13,10.56
423.44,3.22,COc1cccc(C(=O)NCC(c2ccc(C(F)(F)F)nc2)N2CCOCC2)c1C,13.0,7.89,18.62,0.36,4.67,12.38
412.84,3.78,Cc1ncc(C(CNC(=O)c2c(F)cccc2Cl)N2CCCC(F)(F)C2)cn1,53.0,7.28,17.62,0.35,3.5,12.52
465.28,4.71,O=C(NCC(c1cnc(C(F)(F)F)nc1)N1CCC(F)CC1)c1cccc(Cl)c1Cl,3.5,8.46,18.17,0.38,3.75,14.55
411.31,4.0,Cc1ncc(C(CNC(=O)c2c(Cl)cccc2Cl)N2CCC(F)CC2)cn1,53.0,7.28,17.69,0.37,3.28,12.52
483.27,5.0,O=C(NCC(c1cnc(C(F)(F)F)nc1)N1CCC(F)(F)CC1)c1c(Cl)cccc1Cl,4.7,8.33,17.23,0.37,3.33,14.33
382.26,4.61,O=C(NCC1(c2ccc(Cl)cc2)CCOCC1)c1cccc(Cl)c1F,890.0,6.05,15.83,0.33,1.44,15.79
356.9,4.04,Cc1ccc(Cl)c(C(=O)NCC2(c3ccccc3)CCN(C)CC2)c1,2.4,8.62,24.15,0.47,4.58,26.65
324.47,4.57,Cc1ccc(C(CNC(=O)c2cccc(C)c2C)CC(C)C)cn1,4.4,8.36,25.75,0.48,3.79,19.9
433.26,4.89,O=C(NCC1(c2ccc(C(F)(F)F)nc2)CCOCC1)c1cccc(Cl)c1Cl,52.0,7.28,16.81,0.36,2.39,14.22
430.39,5.43,Cc1ccc(F)cc1C(=O)NCC1(c2ccc(C(F)(F)F)nc2)CCC(F)(F)CC1,9.1,8.04,18.68,0.37,2.61,19.15
418.25,5.12,O=C(NCC(CC1CC1)c1cnc(C(F)(F)F)nc1)c1c(Cl)cccc1Cl,0.82,9.09,21.72,0.46,3.97,16.56
451.8,5.4,O=C(NCC(CC1(C(F)(F)F)CC1)c1cnc(C(F)(F)F)nc1)c1ccccc1Cl,2.4,8.62,19.08,0.39,3.22,15.71
377.85,3.52,Cc1ncc(C(CNC(=O)c2cccc(F)c2Cl)C2CCOCC2)cn1,210.0,6.68,17.67,0.35,3.16,10.42
441.24,4.76,O=C(NCC(c1ccncc1)c1cnc(C(F)(F)F)nc1)c1cccc(Cl)c1Cl,6.2,8.21,18.6,0.39,3.45,12.11
441.79,4.99,O=C(NCC(c1ccc(F)cc1)c1cnc(C(F)(F)F)nc1)c1cccc(F)c1Cl,4.8,8.32,18.83,0.38,3.33,15.16
366.36,4.24,O=C(NCC1(c2ccc(F)nc2)CCC(F)(F)CC1)c1ccccc1F,14.0,7.85,21.44,0.41,3.61,18.7
397.24,3.08,CN1C(=O)N(c2ncccc2F)C[C@H]1C(=O)NCc1ccc(Cl)cc1Cl,1.995,8.7,21.9,0.46,5.62,13.27
384.19,2.91,CN1C(=O)N(CC(F)(F)F)C[C@H]1C(=O)NCc1ccc(Cl)cc1Cl,1.995,8.7,22.65,0.5,5.79,16.52
455.61,3.82,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCn2c(I)cnc2C1,3.981,8.4,18.44,0.5,4.58,22.03
375.22,2.7,O=C(c1cccc(Cl)c1Cl)N1CCn2c(nnc2-c2cnccn2)C1,1.585,8.8,23.45,0.48,6.1,11.46
396.76,3.87,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCn2c(nnc2-c2ccco2)C1,1.585,8.8,22.18,0.45,4.93,13.72
391.23,4.05,O=C(c1cccc(Cl)c1Cl)N1CCn2c(nnc2-c2ccc(F)cc2)C1,3.162,8.5,21.73,0.45,4.45,16.66
391.23,4.05,O=C(c1ccc(Cl)cc1Cl)N1CCn2c(nnc2-c2ccc(F)cc2)C1,15.85,7.8,19.94,0.41,3.75,15.29
388.78,2.8,COCCc1nnc2n1CCN(C(=O)c1cccc(C(F)(F)F)c1Cl)C2,100.0,7.0,18.01,0.37,4.2,11.62
