Molecular Weight,AlogP,Smiles,IC50_nM,pChEMBL Value,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI
406.29,4.79,Cc1nn(-c2ccccc2Cl)c(C)c1CC(=O)NCc1ccc(F)cc1Cl,100.0,7.0,17.23,0.35,2.21,14.92
357.82,3.83,Cc1c(CC(=O)NCc2ccc(F)cc2Cl)cnn1-c1ccccc1,158.49,6.8,19.0,0.37,2.97,14.49
320.15,1.77,CN1C(=O)NC[C@H]1C(=O)NCc1c(F)cc(Cl)cc1Cl,15.85,7.8,24.36,0.53,6.03,12.7
356.25,2.76,CN1C(=O)N(CC2CC2)CC1C(=O)NCc1ccc(Cl)cc1Cl,3.162,8.5,23.86,0.5,5.74,16.14
370.28,3.29,CN1C(=O)N(C2CCCC2)CC1C(=O)NCc1ccc(Cl)cc1Cl,5.012,8.3,22.42,0.47,5.01,15.76
465.9,4.76,Cc1ccc(N2CCCC2)cc1N1CCN(C(=O)c2cccc(C(F)(F)F)c2Cl)CC1=O,79.43,7.1,15.24,0.3,2.34,16.19
465.9,4.76,Cc1c(N2CCCC2)cccc1N1CCN(C(=O)c2cccc(C(F)(F)F)c2Cl)CC1=O,10.0,8.0,17.17,0.34,3.24,18.24
423.8,5.02,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCn2c(-c3ccc(F)cc3)cnc2C1,12.59,7.9,18.64,0.37,2.88,20.72
358.75,3.17,CCc1nnc2n1CCN(C(=O)c1cccc(C(F)(F)F)c1Cl)C2,31.62,7.5,20.91,0.43,4.33,14.7
398.3,4.11,Cc1nn(-c2ccccc2)c(C)c1CC(=O)NCc1ccccc1Br,316.23,6.5,16.32,0.36,2.39,13.85
350.27,5.02,CSc1ccccc1Cn1cnnc1-c1cccc(Cl)c1Cl,48.98,7.31,20.87,0.45,2.29,23.8
397.24,3.08,CN1C(=O)N(c2ccc(F)nc2)C[C@H]1C(=O)NCc1ccc(Cl)cc1Cl,19.95,7.7,19.38,0.4,4.62,11.75
475.69,4.92,Cc1c(Br)cccc1N1CCN(C(=O)c2cccc(C(F)(F)F)c2Cl)CC1=O,6.31,8.2,17.24,0.4,3.28,20.19
384.19,2.91,CN1C[C@@H](C(=O)NCc2ccc(Cl)cc2Cl)N(CC(F)(F)F)C1=O,15.85,7.8,20.3,0.44,4.89,14.81
447.24,3.96,CN1C(=O)N(c2cccnc2Cl)C[C@H]1C(=O)NCc1cccc(C(F)(F)F)c1Cl,1.585,8.8,19.68,0.41,4.84,13.43
414.68,2.99,CN1C(=O)N(c2ncc(Cl)cn2)C[C@H]1C(=O)NCc1ccc(Cl)cc1Cl,6.31,8.2,19.77,0.43,5.21,10.46
330.22,2.37,CCN1C[C@@H](C(=O)NCc2ccc(Cl)cc2Cl)N(C)C1=O,3.162,8.5,25.74,0.55,6.13,16.14
370.28,3.15,CN1C(=O)N(CC2CCC2)CC1C(=O)NCc1ccc(Cl)cc1Cl,5.012,8.3,22.42,0.47,5.15,15.76
334.21,4.31,COc1ccccc1Cn1cnnc1-c1cccc(Cl)c1Cl,190.55,6.72,20.11,0.42,2.41,16.83
345.81,2.71,O=C(c1ccccc1Cl)N1CCn2c(nnc2-c2cscn2)C1,10.0,8.0,23.13,0.48,5.29,12.52
338.35,1.84,Cc1cc(F)ccc1C(=O)N1CCn2c(nnc2-c2cnccn2)C1,15.85,7.8,23.05,0.43,5.96,10.16
736.88,4.71,CN([C@@H](Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N1CCN(c2ccc(N)cc2)CC1)S(=O)(=O)c1cccc2cnccc12,101.0,7.0,9.49,0.18,2.29,4.48
330.22,4.79,Clc1cccc(-c2nncn2[C@@H]2CCc3ccccc32)c1Cl,19.05,7.72,23.38,0.48,2.93,25.14
303.83,4.89,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1ccc(Cl)cc1,501.19,6.3,20.74,0.41,1.41,21.65
360.33,3.53,O=C(NCc1ccc(OC(F)(F)F)c(F)c1)C1CCc2ncsc21,2000.0,5.7,15.82,0.32,2.17,11.13
413.73,4.45,O=C(NC[C@H](c1ccc(Cl)cc1)N1CCOCC1)c1cccc(Cl)c1Cl,0.62,9.21,22.26,0.48,4.76,22.15
395.29,2.9,Cc1ncc(C(CNC(=O)c2cccc(Cl)c2Cl)N2CCOCC2)cn1,21.0,7.68,19.42,0.4,4.78,11.4
478.85,4.36,COc1cccc(C(=O)NCC(c2cnc(C(F)(F)F)nc2)N2CCC(F)(F)CC2)c1Cl,3.6,8.44,17.63,0.36,4.08,12.54
348.41,2.4,Cc1cccc(C)c1CN1C(=O)c2nnc(-c3cnccn3)n2C[C@@H]1C,42.5,7.37,21.16,0.39,4.97,9.6
402.08,3.94,O=C(NCc1c(Cl)cc(Cl)cc1Br)C1COc2ncccc21,51.1,7.29,18.13,0.45,3.35,14.24
337.21,3.49,Cc1cc(Cl)cc(Cl)c1CNC(=O)C1COc2ncccc21,20.0,7.7,22.83,0.48,4.21,15.03
453.88,4.82,O=C(c1cccc(C(F)(F)F)c1Cl)N1[C@H]2CCC[C@@H]1c1nnc(-c3cscn3)n1C2,9.7,8.01,17.65,0.36,3.19,12.54
436.8,4.55,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCc2c(ncnc2-c2cccc(F)n2)C1,17.4,7.76,17.76,0.35,3.21,13.16
438.81,4.84,CC1c2ncn(-c3ncccc3F)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,9.0,8.05,18.34,0.37,3.21,15.77
490.8,4.47,C[C@H]1Cn2c(nnc2-c2nccc(C(F)(F)F)n2)C(=O)N1Cc1cccc(C(F)(F)F)c1Cl,1.7,8.77,17.87,0.36,4.3,11.42
425.32,2.34,C[C@H]1Cc2c(nnn2-c2ncc(F)cn2)CN1C(=O)c1ccnc(C(F)(F)F)c1F,10.0,8.0,18.81,0.36,5.66,8.92
314.77,3.01,O=C(NC1CCc2cc(Cl)ccc21)C1COc2ncccc21,301.0,6.52,20.72,0.4,3.51,12.73
414.82,3.01,O=C(NCC(c1cnc(C(F)F)nc1)N1CCOCC1)c1cccc(F)c1Cl,4.8,8.32,20.05,0.41,5.31,12.35
501.26,5.14,O=C(NCC(c1cnc(C(F)(F)F)nc1)N1CCC(F)(F)CC1)c1c(Cl)cc(F)cc1Cl,7.5,8.12,16.21,0.35,2.98,13.98
464.29,5.53,O=C(NCC(c1ccc(C(F)F)nc1)N1CCC(F)(F)CC1)c1cccc(Cl)c1Cl,2.4,8.62,18.57,0.39,3.09,19.06
464.29,5.53,O=C(NCC(c1ccc(C(F)F)nc1)N1CCC(F)(F)CC1)c1c(Cl)cccc1Cl,8.7,8.06,17.36,0.37,2.53,17.82
389.25,3.09,C[C@H]1Cn2c(nnc2-c2cnccn2)C(=O)N1Cc1cccc(Cl)c1Cl,1.0,9.0,23.12,0.47,5.91,11.72
537.55,1.32,COC[C@H](O)Cn1c(=O)cnn(-c2ccc(C)c(NC(=O)C3=CN(C)C(=O)C[C@H]3c3ccc(F)cc3)c2)c1=O,30.0,7.52,13.99,0.26,6.2,5.54
369.43,0.85,Cc1ncc(C(CNC(=O)C2COc3ncccc32)N2CCOCC2)cn1,1685.0,5.77,15.63,0.29,4.92,6.45
337.21,3.57,O=C(NCc1cccc(Cl)c1Cl)C1CCOc2ncccc21,10.7,7.97,23.64,0.49,4.4,15.56
422.86,3.19,O=C(NCC(c1ccc(Cl)nc1)N1CCC(F)(F)CC1)C1COc2ncccc21,120.0,6.92,16.37,0.33,3.73,10.28
294.31,2.0,O=C1CC(NC(=O)C2COc3ncccc32)c2ccccc21,1450.0,5.84,19.84,0.36,3.84,8.55
379.74,2.55,O=C(Cc1cn(CCO)nc1C(F)(F)F)NCc1ccc(F)cc1Cl,398.11,6.4,16.85,0.35,3.85,9.53
446.88,4.04,O=C(Cc1cnn(CCN2CCCCC2)c1C(F)(F)F)NCc1ccc(F)cc1Cl,794.33,6.1,13.65,0.28,2.06,12.16
436.84,2.79,COCCNCCn1ncc(CC(=O)NCc2ccc(F)cc2Cl)c1C(F)(F)F,794.33,6.1,13.96,0.29,3.31,8.95
325.21,2.08,CCN1C(=O)CC[C@H]1C(=O)NCc1ccccc1Br,251.19,6.6,20.29,0.47,4.52,13.36
274.36,1.93,CCN1C(=O)CC[C@H]1C(=O)NCc1ccc(C)cc1C,158.49,6.8,24.78,0.46,4.87,13.76
315.2,2.62,CCN1C(=O)CC[C@H]1C(=O)NCc1c(Cl)cccc1Cl,100.0,7.0,22.21,0.48,4.38,14.17
314.31,2.33,CCN1C(=O)CC[C@H]1C(=O)NCc1ccc(C(F)(F)F)cc1,199.53,6.7,21.32,0.42,4.37,13.56
282.34,2.08,CN1C(=O)CC[C@H]1C(=O)NCc1cccc2ccccc12,1.585,8.8,31.17,0.57,6.72,17.81
347.22,3.15,CC(C)N1C(=O)CC[C@H]1C(=O)NCc1ccc(F)c(Cl)c1Cl,5.012,8.3,23.9,0.52,5.15,16.8
365.28,2.42,CC(C)N1[C@H](C(=O)NCc2ccc(Cl)cc2Cl)CCS1(=O)=O,50.12,7.3,19.98,0.45,4.88,10.98
393.27,3.25,Cc1ccc(N2C[C@@H](C(=O)NCc3ccc(Cl)cc3Cl)N(C)C2=O)cn1,25.12,7.6,19.33,0.4,4.35,11.6
295.77,1.63,Cc1cc(Cl)ccc1CNC(=O)[C@@H]1CN(C)C(=O)N1C,7.943,8.1,27.39,0.55,6.47,15.38
408.77,3.06,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCn2c(nnc2-c2ccncn2)C1,12.59,7.9,19.33,0.39,4.84,10.29
377.24,2.64,Cn1nccc1-c1nnc2n1CCN(C(=O)c1cccc(Cl)c1Cl)C2,25.12,7.6,20.15,0.42,4.96,11.04
375.22,2.7,O=C(c1ccc(Cl)cc1Cl)N1CCn2c(nnc2-c2cnccn2)C1,3.162,8.5,22.65,0.46,5.8,11.07
374.78,3.53,O=C(c1ccc(F)cc1Cl)N1CCn2c(-c3ccc(F)cn3)cnc2C1,25.12,7.6,20.28,0.4,4.07,14.9
457.84,4.57,O=C(c1ccc(F)c(C(F)(F)F)c1Cl)N1[C@H]2CC[C@@H]1c1nnc(-c3cscn3)n1C2,10.2,7.99,17.45,0.36,3.42,12.5
389.25,3.09,CC1Cn2c(nnc2-c2cnccn2)C(=O)N1Cc1cccc(Cl)c1Cl,1.8,8.74,22.47,0.46,5.65,11.39
401.65,4.16,O=C1C(=O)N(c2cccc(Cl)c2Cl)CCN1Cc1ccc(F)cc1Cl,100.0,7.0,17.43,0.38,2.84,17.23
396.8,4.16,Cc1ccccc1N1CCN(C(=O)c2cccc(C(F)(F)F)c2Cl)CC1=O,10.0,8.0,20.16,0.4,3.84,19.69
452.31,3.34,O=C1C(=O)N(c2cc(Cl)ccc2N2CCOCC2)CCN1Cc1ccc(F)cc1Cl,31.62,7.5,16.58,0.34,4.16,14.13
285.71,1.12,CN1C[C@@H](C(=O)NCc2ccc(F)cc2Cl)NC1=O,794.33,6.1,21.35,0.44,4.98,9.93
438.86,5.04,O=C(c1cccc(C(F)(F)F)c1Cl)N1[C@H]2CC[C@@H]1c1nnc(-c3ccsc3)n1C2,1.7,8.77,19.98,0.41,3.73,17.19
354.8,2.43,C[C@H]1Cn2c(nnc2-c2cnccn2)C(=O)N1Cc1ccccc1Cl,248.3,6.61,18.62,0.36,4.18,8.6
527.98,5.11,C[C@H]1Cn2c(nnc2C2CCCN(C(=O)OC(C)(C)C)C2)C(=O)N1Cc1cccc(C(F)(F)F)c1Cl,1790.6,5.75,10.88,0.22,0.64,7.13
456.26,4.71,C[C@H]1Cn2c(nnc2-c2ccc(Cl)cn2)C(=O)N1Cc1cccc(C(F)(F)F)c1Cl,65.9,7.18,15.74,0.33,2.47,11.24
606.44,2.49,Cc1nc(/N=N/c2cc(S(=O)(=O)O)c3cc([N+](=O)[O-])cc(S(=O)(=O)O)c3c2)c(COP(=O)(O)O)c(C=O)c1O,600.0,6.22,10.26,0.22,3.73,2.12
447.85,4.76,O=C(c1cccc(C(F)(F)F)c1Cl)N1[C@H]2CCC[C@@H]1c1nnc(-c3ccccn3)n1C2,13.4,7.87,17.58,0.35,3.11,12.32
271.36,2.5,Cc1ccc(CNC(=O)Cc2c(C)n[nH]c2C)c(C)c1,158.49,6.8,25.06,0.46,4.3,11.77
721.86,5.13,CN([C@@H](Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N1CCN(c2ccccc2)CC1)S(=O)(=O)c1cccc2cnccc12,158.0,6.8,9.42,0.18,1.67,5.23
511.38,1.43,Cc1nc(/N=N/c2ccc(S(=O)(=O)O)cc2S(=O)(=O)O)c(COP(=O)(O)O)c(C=O)c1O,1180.0,5.93,11.59,0.25,4.5,2.37
449.77,2.98,CN1C(=O)N(c2cc(C(F)(F)F)ncn2)C[C@H]1C(=O)NCc1ccc(F)c(F)c1Cl,50.12,7.3,16.23,0.33,4.32,9.31
393.27,3.25,Cc1ncccc1N1C[C@@H](C(=O)NCc2ccc(Cl)cc2Cl)N(C)C1=O,10.0,8.0,20.34,0.42,4.75,12.21
460.02,4.16,C[C@@H]1CCC[C@@](O)(CNC(=O)c2c(Cl)ccc3nc(N4CC[C@@H](C(C)(C)O)C4)ccc23)C1,14.0,7.85,17.07,0.34,3.69,9.17
318.21,4.86,CC(c1ccccc1)n1cnnc1-c1cccc(Cl)c1Cl,1047.13,5.98,18.79,0.39,1.12,19.47
421.81,4.05,Cc1nc2c(c(-c3ccn[nH]3)n1)CCN(C(=O)c1cccc(C(F)(F)F)c1Cl)C2,8.0,8.1,19.2,0.38,4.05,10.83
385.83,3.55,Cc1nc2c(c(-c3ccn[nH]3)n1)C[C@@H](C)N(C(=O)c1ccc(F)cc1Cl)C2,58.7,7.23,18.74,0.37,3.68,9.67
388.35,2.8,C[C@H]1Cn2c(nnc2-c2cnccn2)C(=O)N1Cc1cccc(C(F)(F)F)c1,3.6,8.44,21.74,0.41,5.64,10.99
501.26,5.14,O=C(NCC(c1cnc(C(F)(F)F)nc1)N1CCC(F)(F)CC1)c1c(Cl)ccc(F)c1Cl,7.1,8.15,16.26,0.35,3.01,14.02
508.88,4.37,COc1ccc(C(=O)NCC(c2cnc(C(F)(F)F)nc2)N2CCC(F)(F)CC2)c(Cl)c1OC,14.0,7.85,15.43,0.32,3.48,10.26
450.85,3.8,CN(C)c1nc2c(c(-c3ccn[nH]3)n1)CCN(C(=O)c1cccc(C(F)(F)F)c1Cl)C2,21.0,7.68,17.03,0.34,3.88,9.84
449.86,4.44,Cc1nc2c(c(-c3ccnn3C)n1)CC(C)N(C(=O)c1cccc(C(F)(F)F)c1Cl)C2,96.6,7.01,15.59,0.31,2.58,10.98
427.84,4.12,C[C@H]1Cn2c(nnc2-c2cncs2)C(=O)N1Cc1cccc(C(F)(F)F)c1Cl,6.9,8.16,19.08,0.4,4.04,12.77
349.22,3.67,O=C(NC1CCc2c(Cl)cc(Cl)cc21)C1COc2ncccc21,978.0,6.01,17.21,0.36,2.34,11.73
318.76,2.02,O=C(NCc1ccc(Cl)cc1CO)C1COc2ncccc21,1487.0,5.83,18.28,0.36,3.81,8.16
359.86,2.85,Cc1ccc(Cl)c(C(=O)NCC(c2ccncc2)N2CCOCC2)c1,2700.0,5.57,15.47,0.3,2.72,10.23
449.26,3.61,O=C(NCC(c1cnc(C(F)(F)F)nc1)N1CCOCC1)c1cccc(Cl)c1Cl,4.8,8.32,18.52,0.39,4.71,12.35
409.41,2.91,COc1ccccc1C(=O)NCC(c1ccc(C(F)(F)F)nc1)N1CCOCC1,21.0,7.68,18.75,0.36,4.77,12.05
404.3,3.67,N#Cc1ccc(Cl)c(C(=O)NCC(c2ccc(Cl)cc2)N2CCOCC2)c1,23.0,7.64,18.89,0.39,3.97,11.69
466.81,4.49,O=C(NCC(c1cnc(C(F)(F)F)nc1)N1CCC(F)(F)CC1)c1c(F)cccc1Cl,8.3,8.08,17.31,0.36,3.59,13.9
451.25,4.15,Cc1ncc(C(CNC(=O)c2cccc(Cl)c2Cl)N2CC(F)(F)C(F)(F)C2)cn1,2.6,8.59,19.02,0.4,4.44,14.77
376.86,3.34,Cc1ncc(C(CNC(=O)c2ccccc2Cl)N2CCC(F)CC2)cn1,50.0,7.3,19.37,0.38,3.96,12.56
393.32,4.05,Cc1ncc(C(CNC(=O)c2cccc(Cl)c2Cl)N2CCCCC2)cn1,21.0,7.68,19.52,0.4,3.63,13.21
421.81,4.09,CC1c2ncn(-c3cnccn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,12.6,7.9,18.73,0.37,3.81,12.36
375.22,2.56,O=C(c1cccc(Cl)c1Cl)N1CCc2c(nnn2-c2ncccn2)C1,3.0,8.52,22.71,0.47,5.96,11.1
407.78,3.74,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCc2c(-c3cnccn3)n[nH]c2C1,4.5,8.35,20.47,0.41,4.61,11.16
357.78,2.65,O=C(c1ccc(F)cc1Cl)N1CCc2c(nnn2-c2ccccn2)C1,2218.2,5.65,15.8,0.31,3.0,8.85
424.33,3.11,C[C@H]1c2nnn(-c3ncc(F)cn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1F,5.1,8.29,19.54,0.38,5.18,10.8
417.3,3.74,Cc1cc(C)nc(-n2nnc3c2CCN(C(=O)c2cccc(Cl)c2Cl)C3C)n1,1056.8,5.98,14.32,0.29,2.24,7.78
439.8,4.44,C[C@@H]1c2n[nH]c(-c3ncc(F)cn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,25.0,7.6,17.29,0.35,3.16,10.17
423.33,1.9,C[C@H]1Cc2c(nnn2-c2ncc(O)cn2)CN1C(=O)c1ccnc(C(F)(F)F)c1F,14.0,7.85,18.55,0.36,5.95,7.15
291.78,2.85,Cc1n[nH]c(C)c1CC(=O)NCc1cccc(Cl)c1C,5.012,8.3,28.45,0.57,5.45,14.36
340.2,2.79,Cc1n[nH]c(C)c1CC(=O)NCc1ccc(Br)cc1F,50.12,7.3,21.46,0.5,4.51,12.63
371.84,4.14,Cc1nn(-c2ccccc2)c(C)c1CC(=O)NCc1ccc(F)cc1Cl,39.81,7.4,19.9,0.39,3.26,15.77
320.44,5.55,CC(C)N(C(=O)N1c2ccccc2C=Cc2ccccc21)C(C)C,95200.0,4.02,12.55,0.23,-1.53,17.08
402.29,4.07,Cc1nc2c(c(-c3ccn[nH]3)n1)C[C@H](C)N(C(=O)c1cccc(Cl)c1Cl)C2,1786.5,5.75,14.29,0.29,1.68,7.69
410.79,3.38,C[C@H]1Cn2c(nnc2-c2cc[nH]n2)C(=O)N1Cc1cccc(C(F)(F)F)c1Cl,1.0,9.0,21.91,0.44,5.62,11.29
469.0,4.99,Cc1nn(C2CCN(Cc3ccccc3)CC2)c(C)c1CC(=O)NCc1ccc(F)cc1Cl,63.1,7.2,15.35,0.3,2.21,14.35
387.85,3.24,Cc1ccc(-n2nc(C)c(CC(=O)NCc3ccc(F)cc3Cl)c2C)nn1,630.96,6.2,15.99,0.31,2.96,8.53
408.91,2.48,Cc1nn(CCN2CCOCC2)c(C)c1CC(=O)NCc1ccc(F)cc1Cl,251.19,6.6,16.14,0.32,4.12,11.11
357.82,3.83,Cc1ccccc1-n1cc(CC(=O)NCc2ccc(F)cc2Cl)cn1,630.96,6.2,17.33,0.34,2.37,13.21
294.78,2.28,CCN1C(=O)CC[C@H]1C(=O)NCc1ccc(Cl)cc1C,25.12,7.6,25.78,0.52,5.32,15.38
343.25,3.4,CC(C)N1C(=O)CCC1(C)C(=O)NCc1ccc(Cl)cc1Cl,199.53,6.7,19.52,0.42,3.3,13.56
315.2,2.62,CCN1C(=O)CC[C@@H]1C(=O)NCc1c(Cl)cccc1Cl,630.96,6.2,19.67,0.42,3.58,12.55
316.74,2.25,CCN1C(=O)CC[C@@H]1C(=O)NCc1ccc(F)c(F)c1Cl,199.53,6.7,21.15,0.44,4.45,13.56
334.73,2.6,CN1C(=O)CC[C@@H]1C(=O)NCc1cccc(C(F)(F)F)c1Cl,15.85,7.8,23.3,0.48,5.2,15.79
339.22,2.93,CC1=CC(=O)N(C2CC2)C1C(=O)NCc1ccc(Cl)cc1Cl,630.96,6.2,18.28,0.38,3.27,12.55
404.86,4.4,CC(C)(C)CN1C(=O)CCCC1C(=O)NCc1cccc(C(F)(F)F)c1Cl,19.95,7.7,19.02,0.39,3.3,15.58
319.16,2.37,CN1C(=O)CC[C@H]1C(=O)NCc1ccc(F)c(Cl)c1Cl,12.59,7.9,24.75,0.54,5.53,15.99
329.23,3.01,CC(C)N1C(=O)CC[C@H]1C(=O)NCc1cccc(Cl)c1Cl,19.95,7.7,23.39,0.5,4.69,15.58
329.23,3.01,CCN1C(=O)CCC[C@@H]1C(=O)NCc1ccc(Cl)cc1Cl,63.1,7.2,21.87,0.47,4.19,14.57
320.82,2.81,Cc1c(Cl)cccc1CNC(=O)[C@@H]1CCC(=O)N1C1CCC1,15.85,7.8,24.31,0.48,4.99,15.79
301.17,2.23,CN1C(=O)CC[C@@H]1C(=O)NCc1ccc(Cl)cc1Cl,50.12,7.3,24.24,0.52,5.07,14.77
411.81,3.56,O=C(NCc1cccc(C(F)(F)F)c1Cl)[C@H]1CCC(=O)N1Cc1ccccn1,63.1,7.2,17.48,0.35,3.64,11.56
299.73,1.46,CN1C[C@@H](C(=O)NCc2ccc(F)cc2Cl)N(C)C1=O,10.0,8.0,26.69,0.55,6.54,15.19
302.78,0.99,CN1[C@H](C(=O)NCc2ccccc2Cl)CCS1(=O)=O,794.33,6.1,20.15,0.44,5.11,9.18
351.25,2.03,CCN1[C@H](C(=O)NCc2ccc(Cl)cc2Cl)CCS1(=O)=O,15.85,7.8,22.21,0.51,5.77,11.73
388.87,3.58,CCN1C(=O)[C@@H](Cc2ccccc2)C[C@H]1C(=O)NCc1ccc(F)cc1Cl,125.89,6.9,17.74,0.35,3.32,13.96
362.79,2.86,COc1ccccc1N1CCN(Cc2ccc(F)cc2Cl)C(=O)C1=O,50.12,7.3,20.12,0.4,4.44,14.64
346.79,3.28,Cc1ccccc1N1CCN(C(=O)c2ccc(F)cc2Cl)CC1=O,501.19,6.3,18.17,0.36,3.02,15.51
347.78,2.56,Cc1cccnc1N1CCN(Cc2ccc(F)cc2Cl)C(=O)C1=O,630.96,6.2,17.83,0.35,3.64,11.59
393.27,3.25,Cc1cccnc1N1C[C@@H](C(=O)NCc2ccc(Cl)cc2Cl)N(C)C1=O,15.85,7.8,19.83,0.41,4.55,11.9
393.27,3.25,Cc1ncccc1N1C[C@@H](C(=O)NCc2cccc(Cl)c2Cl)N(C)C1=O,39.81,7.4,18.82,0.39,4.15,11.29
394.81,2.88,Cc1cc(N2C[C@@H](C(=O)NCc3ccc(F)c(F)c3Cl)N(C)C2=O)ccn1,31.62,7.5,19.0,0.38,4.62,11.44
360.82,3.42,CCc1ccccc1N1CCN(Cc2ccc(F)cc2Cl)C(=O)C1=O,10.0,8.0,22.17,0.44,4.58,19.69
402.29,4.07,Cc1nc2c(c(-c3ccn[nH]3)n1)CC(C)N(C(=O)c1ccc(Cl)cc1Cl)C2,1.7,8.77,21.8,0.44,4.7,11.73
407.78,3.53,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCc2c(ncn2-c2cnccn2)C1,9.0,8.05,19.73,0.39,4.52,12.59
416.86,1.3,CN1C(=O)N(CCN2CCOCC2)C[C@H]1C(=O)NCc1ccc(F)c(F)c1Cl,63.1,7.2,17.27,0.35,5.9,11.06
390.8,2.63,O=C1C(=O)N(c2cccc3c2OCCO3)CCN1Cc1ccc(F)cc1Cl,251.19,6.6,16.89,0.33,3.97,11.17
360.82,3.47,Cc1cccc(C)c1N1CCN(Cc2ccc(F)cc2Cl)C(=O)C1=O,3.162,8.5,23.56,0.46,5.03,20.93
400.76,3.87,O=C1C(=O)N(c2ccccc2C(F)(F)F)CCN1Cc1ccc(F)cc1Cl,15.85,7.8,19.46,0.39,3.93,19.2
448.87,2.04,CN1C(=O)N(CCN2CCOCC2)CC1C(=O)NCc1cccc(C(F)(F)F)c1Cl,25.12,7.6,16.93,0.35,5.56,11.67
448.23,3.36,CN1C(=O)N(c2nccc(C(F)(F)F)n2)C[C@H]1C(=O)NCc1ccc(Cl)cc1Cl,31.62,7.5,16.73,0.35,4.14,9.56
382.25,2.28,CN1C(=O)N(c2cn(C)cn2)C[C@H]1C(=O)NCc1ccc(Cl)cc1Cl,7.943,8.1,21.19,0.44,5.82,11.49
528.91,4.94,CNc1ccc2c(C(=O)NCC(c3cnc(C(F)(F)F)nc3)N3CCC(F)(F)CC3)c(Cl)ccc2n1,82.0,7.09,13.4,0.27,2.15,8.53
392.22,3.51,O=C(c1ccc(Cl)c(F)c1Cl)N1CCc2c(ncnc2-c2ccn[nH]2)C1,5.9,8.23,20.98,0.43,4.72,11.01
436.83,3.84,CC[C@H]1Cn2c(nnc2-c2ncccn2)C(=O)N1Cc1cccc(C(F)(F)F)c1Cl,0.3,9.52,21.8,0.43,5.68,12.4
332.23,5.04,CC(C)(c1ccccc1)n1cnnc1-c1cccc(Cl)c1Cl,13182.57,4.88,14.69,0.3,-0.16,15.89
303.88,4.99,CN(Cc1ccc(Cl)cc1)CC12CC3CC(CC(C3)C1)C2,3981.07,5.4,17.77,0.35,0.41,166.67
746.87,5.0,CN([C@@H](Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N1CCN(c2ccc(C#N)cc2)CC1)S(=O)(=O)c1cccc2cnccc12,97.7,7.01,9.39,0.18,2.01,4.56
739.85,5.27,CN([C@@H](Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N1CCN(c2ccc(F)cc2)CC1)S(=O)(=O)c1cccc2cnccc12,1.3,8.89,12.01,0.23,3.62,6.83
414.87,3.24,Cc1nn(-c2ccc(C(N)=O)cc2)c(C)c1CC(=O)NCc1ccc(F)cc1Cl,10.0,8.0,19.28,0.38,4.76,8.89
388.3,4.65,Cc1nn(-c2ccccc2)c(C)c1CC(=O)NCc1cccc(Cl)c1Cl,25.12,7.6,19.57,0.4,2.95,16.2
291.78,2.85,Cc1cccc(Cl)c1CNC(=O)Cc1c(C)n[nH]c1C,15.85,7.8,26.73,0.53,4.95,13.5
367.7,3.53,Cc1n[nH]c(C(F)(F)F)c1CC(=O)NCc1ccc(F)c(F)c1Cl,5.012,8.3,22.57,0.47,4.77,14.36
272.35,2.77,Cc1ccc(CNC(=O)Cc2c(C)noc2C)c(C)c1,251.19,6.6,24.23,0.45,3.83,11.97
276.31,2.6,Cc1noc(C)c1CC(=O)NCc1cccc(F)c1C,1000.0,6.0,21.71,0.41,3.4,10.88
317.73,2.08,O=C1C=C(n2cc(CCCCl)nn2)C(=O)c2c(O)cccc21,103.0,6.99,21.99,0.43,4.91,8.21
374.79,3.59,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCN(C2CCCC2)C(=O)C1,158.49,6.8,18.14,0.37,3.21,16.74
315.3,1.65,Cc1c(CNC(=O)[C@@H]2CNC(=O)N2C)cccc1C(F)(F)F,1.995,8.7,27.59,0.54,7.05,14.16
299.73,1.51,CCN1C(=O)NC[C@H]1C(=O)NCc1ccc(F)cc1Cl,39.81,7.4,24.69,0.51,5.89,12.04
360.72,2.61,COc1nnc2n1CCN(C(=O)c1cccc(C(F)(F)F)c1Cl)C2,79.43,7.1,19.68,0.4,4.49,11.78
412.84,4.65,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCn2c(nnc2C2CCCCC2)C1,50.12,7.3,17.68,0.36,2.65,14.31
